일자,액화천연가스 LNG(MWh),석탄(MWh),중유(MWh)
2018-04-16,25113,96559,0
2018-04-17,31651,98847,0
2018-04-18,29441,99436,0
2018-04-19,34384,98315,0
2018-04-20,30775,98586,0
2018-04-21,15194,91916,0
2018-04-22,14978,89549,0
2018-04-23,31194,97508,13393
2018-04-24,32007,100806,6211
2018-04-25,33289,100527,0
2018-04-26,31697,99192,0
2018-04-27,28720,99692,0
2018-04-28,17569,93618,0
2018-04-29,11682,88688,5380
2018-04-30,20291,95604,0
2018-05-01,15265,91778,0
2018-05-02,29277,98717,0
2018-05-03,26087,100206,0
2018-05-04,19425,99676,0
2018-05-05,13591,92544,0
2018-05-06,13272,90576,0
2018-05-07,17100,93570,0
2018-05-08,16747,96947,4389
2018-05-09,13177,98084,6760
2018-05-10,13797,87190,6567
2018-05-11,13598,85847,6507
2018-05-12,12929,82616,6393
2018-05-13,10412,75954,6281
2018-05-14,11113,84623,6359
2018-05-15,8582,88800,12262
2018-05-16,11380,89502,13664
2018-05-17,24053,91966,13040
2018-05-18,18362,90860,9442
2018-05-19,13338,83851,0
2018-05-20,13282,74697,0
2018-05-21,16516,80952,0
2018-05-22,15263,83326,0
2018-05-23,18302,86127,0
2018-05-24,23933,99061,1227
2018-05-25,21485,98680,0
2018-05-26,20581,94353,0
2018-05-27,18503,87325,0
2018-05-28,28802,88687,0
2018-05-29,30040,91090,0
2018-05-30,24647,94706,0
2018-05-31,22452,100251,0
2018-06-01,23719,99820,0
2018-06-02,17369,91426,0
2018-06-03,13957,90161,0
2018-06-04,25192,95133,9900
2018-06-05,25038,100864,12421
2018-06-06,21635,98607,0
2018-06-07,24947,97492,13304
2018-06-08,23272,101758,14127
2018-06-09,14003,100487,0
2018-06-10,13251,95806,0
2018-06-11,21676,102282,0
2018-06-12,22150,95268,0
2018-06-13,16743,93801,0
2018-06-14,19811,97714,2456
2018-06-15,23759,94341,0
2018-06-16,15580,92499,0
2018-06-17,13213,93429,0
2018-06-18,23873,103323,0
2018-06-19,23750,108830,7818
2018-06-20,23722,110438,9408
2018-06-21,21580,110869,0
2018-06-22,24378,113714,0
2018-06-23,15613,108322,0
2018-06-24,13521,108761,0
2018-06-25,21816,111506,11555
2018-06-26,25217,114130,15488
2018-06-27,25771,112527,0
2018-06-28,28909,112405,0
2018-06-29,22574,111902,0
2018-06-30,18059,112495,0
2018-07-01,17496,107198,0
2018-07-02,25101,116405,7996
2018-07-03,18545,119376,16815
2018-07-04,14323,119490,15784
2018-07-05,16195,119596,0
2018-07-06,15039,118960,0
2018-07-07,13126,104405,0
2018-07-08,12592,96056,0
2018-07-09,15331,111981,0
2018-07-10,15120,120863,0
2018-07-11,19270,121841,0
2018-07-12,24664,123369,0
2018-07-13,27049,126477,5341
2018-07-14,11218,121297,0
2018-07-15,11218,114051,0
2018-07-16,30082,123234,12939
2018-07-17,32492,126830,19600
2018-07-18,29478,124805,19656
2018-07-19,27792,124483,19217
2018-07-20,29704,125547,15227
2018-07-21,21577,121535,0
2018-07-22,11260,119218,0
2018-07-23,32262,124113,12252
2018-07-24,40222,127912,19860
2018-07-25,35924,128137,19842
2018-07-26,36854,127123,20465
2018-07-27,36955,128090,19566
2018-07-28,14527,117840,66
2018-07-29,9825,114357,0
2018-07-30,12083,121870,3405
2018-07-31,8994,124292,12324
2018-08-01,17202,130649,0
2018-08-02,14975,128118,0
2018-08-03,11600,129257,0
2018-08-04,12844,126683,0
2018-08-05,12870,119131,0
2018-08-06,26894,128187,6052
2018-08-07,31842,135311,13924
2018-08-08,25385,134807,20706
2018-08-09,22872,134431,20376
2018-08-10,18521,135113,18767
2018-08-11,12712,130466,0
2018-08-12,11451,124794,0
2018-08-13,32992,131158,11706
2018-08-14,35238,135684,17546
2018-08-15,27593,133580,0
2018-08-16,27956,133312,10922
2018-08-17,11910,132763,8584
2018-08-18,9282,124961,0
2018-08-19,9876,117929,0
2018-08-20,19964,127884,9929
2018-08-21,23723,131238,19808
2018-08-22,29879,133083,20515
2018-08-23,27832,132803,19266
2018-08-24,22563,130576,13398
2018-08-25,13987,125871,0
2018-08-26,10382,119530,0
2018-08-27,17752,128324,4321
2018-08-28,25424,130441,6660
2018-08-29,28089,130521,6501
2018-08-30,27621,131545,6306
2018-08-31,23999,129055,3858
2018-09-01,12708,118537,0
2018-09-02,11123,109506,0
2018-09-03,26440,118786,0
2018-09-04,26655,122765,0
2018-09-05,18664,121463,0
2018-09-06,26114,120474,0
2018-09-07,20355,123358,0
2018-09-08,12745,105699,0
2018-09-09,11635,105131,0
2018-09-10,16615,115896,0
2018-09-11,17809,120095,0
2018-09-12,17072,122793,0
2018-09-13,23013,118931,0
2018-09-14,20094,118504,0
2018-09-15,20015,114785,0
2018-09-16,13223,111034,0
2018-09-17,19229,117221,0
2018-09-18,20590,119311,0
2018-09-19,31118,118935,0
2018-09-20,21870,119118,0
2018-09-21,14809,117714,0
2018-09-22,13306,98922,0
2018-09-23,9778,82240,0
2018-09-24,9755,76187,0
2018-09-25,9607,82176,0
2018-09-26,11669,87548,0
2018-09-27,24588,100428,0
2018-09-28,29159,101586,0
2018-09-29,19422,104731,0
2018-09-30,18891,97283,0
2018-10-01,26662,103820,0
2018-10-02,31900,108822,0
2018-10-03,27020,109402,0
2018-10-04,37749,109409,0
2018-10-05,33720,110148,0
2018-10-06,20505,107924,0
2018-10-07,27069,103333,0
2018-10-08,29267,105716,0
2018-10-09,33717,90877,0
2018-10-10,32052,90826,0
2018-10-11,27376,90791,0
2018-10-12,27414,90780,0
2018-10-13,21568,90676,0
2018-10-14,18717,90434,0
2018-10-15,25174,90438,0
2018-10-16,30128,97457,0
2018-10-17,27313,101567,59
2018-10-18,17957,101976,6177
2018-10-19,16706,102956,6302
2018-10-20,14637,102514,6242
2018-10-21,21522,95607,0
2018-10-22,30412,91597,0
2018-10-23,28905,100468,0
2018-10-24,28616,107326,0
2018-10-25,29449,107267,0
2018-10-26,35815,107366,0
2018-10-27,31382,107154,0
2018-10-28,22529,104665,0
2018-10-29,26986,105807,0
2018-10-30,24142,110353,0
2018-10-31,23911,116843,0
2018-11-01,26243,116545,0
2018-11-02,29950,119373,0
2018-11-03,25844,109828,0
2018-11-04,18918,106944,0
2018-11-05,22302,119317,0
2018-11-06,25041,116134,0
2018-11-07,24692,122055,0
2018-11-08,28009,122980,0
2018-11-09,22943,123236,0
2018-11-10,19781,119041,0
2018-11-11,18126,117321,0
2018-11-12,20860,120548,0
2018-11-13,22399,123593,0
2018-11-14,19995,123954,0
2018-11-15,26290,123635,0
2018-11-16,26922,123413,0
2018-11-17,23261,121368,0
2018-11-18,20016,116946,0
2018-11-19,28039,121325,0
2018-11-20,32555,124478,0
2018-11-21,42949,124854,4179
2018-11-22,31820,120510,11246
2018-11-23,37895,121230,9929
2018-11-24,28827,113705,0
2018-11-25,16697,111933,0
2018-11-26,28655,118811,0
2018-11-27,33036,120622,0
2018-11-28,32627,117884,0
2018-11-29,32244,120823,0
2018-11-30,25460,123673,0
2018-12-01,21574,118694,0
2018-12-02,21565,114210,0
2018-12-03,24872,120091,0
2018-12-04,25292,122230,0
2018-12-05,29696,123813,0
2018-12-06,30470,121740,45
2018-12-07,37535,123006,6674
2018-12-08,24751,123636,1929
2018-12-09,24418,119241,2232
2018-12-10,40010,122459,11427
2018-12-11,43301,124062,18296
2018-12-12,41088,126265,21001
2018-12-13,42441,125885,19622
2018-12-14,43430,123725,14672
2018-12-15,24501,121638,0
2018-12-16,21944,120030,0
2018-12-17,37829,122015,14093
2018-12-18,35081,125223,19775
2018-12-19,31025,124798,17221
2018-12-20,36180,131907,12395
2018-12-21,32333,133137,5706
2018-12-22,22496,125194,0
2018-12-23,21986,120881,0
2018-12-24,24632,128853,0
2018-12-25,21972,125826,0
2018-12-26,26296,131833,8997
2018-12-27,29061,136641,17150
2018-12-28,43924,137347,8178
2018-12-29,26625,129955,0
2018-12-30,24542,123297,0
2018-12-31,24843,130965,0
2019-01-01,24387,121469,0
2019-01-02,30424,131874,0
2019-01-03,34530,136484,0
2019-01-04,38301,136358,0
2019-01-05,24793,130972,0
2019-01-06,21740,124165,0
2019-01-07,32948,133605,8730
2019-01-08,34795,135600,12607
2019-01-09,36594,136948,12615
2019-01-10,32779,136796,12615
2019-01-11,29730,129859,5484
2019-01-12,22036,127919,0
2019-01-13,22049,124933,0
2019-01-14,32556,131236,11832
2019-01-15,35450,132484,12633
2019-01-16,35681,136431,18254
2019-01-17,33578,136655,15781
2019-01-18,28431,136582,2831
2019-01-19,21428,127664,0
2019-01-20,19353,123920,0
2019-01-21,22387,133199,9599
2019-01-22,17489,135585,12748
2019-01-23,15185,134517,12728
2019-01-24,15382,135639,16405
2019-01-25,23013,135673,5319
2019-01-26,21769,132480,0
2019-01-27,21715,126035,0
2019-01-28,19219,133872,15146
2019-01-29,15816,135926,19146
2019-01-30,14483,135024,19312
2019-01-31,20271,135198,19329
2019-02-01,22340,128225,8025
2019-02-02,22041,125667,0
2019-02-03,20061,113876,0
2019-02-04,19176,108052,0
2019-02-05,19411,97836,0
2019-02-06,17266,104853,0
2019-02-07,20320,116230,0
2019-02-08,24197,131142,0
2019-02-09,24224,126515,0
2019-02-10,23797,121674,0
2019-02-11,24118,129894,10014
2019-02-12,22557,130794,12619
2019-02-13,18151,135755,12623
2019-02-14,19691,135668,12614
2019-02-15,25002,134187,5786
2019-02-16,22725,127241,0
2019-02-17,23248,120576,0
2019-02-18,23394,124970,4747
2019-02-19,24894,128795,6313
2019-02-20,23035,129122,5445
2019-02-21,25252,128796,0
2019-02-22,22584,125017,0
2019-02-23,21141,120258,1374
2019-02-24,20016,114546,6315
2019-02-25,20628,122858,6345
2019-02-26,22534,127492,6361
2019-02-27,19734,129031,6315
2019-02-28,19273,128690,6901
2019-03-01,11237,116257,22952
2019-03-02,11920,113403,20301
2019-03-03,7605,109595,19385
2019-03-04,10959,94357,22586
2019-03-05,12703,94428,25232
2019-03-06,18325,95059,24894
2019-03-07,27696,90432,22183
2019-03-08,22453,97244,16363
2019-03-09,14425,105492,13967
2019-03-10,15038,106843,12676
2019-03-11,16564,107596,13777
2019-03-12,17194,108018,16532
2019-03-13,16350,110352,16573
2019-03-14,20961,120499,16577
2019-03-15,36907,119439,16432
2019-03-16,20572,114462,15506
2019-03-17,14533,108920,13591
2019-03-18,21685,117477,15821
2019-03-19,23806,118215,16449
2019-03-20,23548,116410,17073
2019-03-21,19741,117796,15988
2019-03-22,25324,117438,14933
2019-03-23,20467,110441,14020
2019-03-24,15585,104417,13172
2019-03-25,25825,110429,15238
2019-03-26,28850,112105,14931
2019-03-27,25991,111337,14880
2019-03-28,21982,112669,15864
2019-03-29,20012,112304,14666
2019-03-30,16581,105827,13045
2019-03-31,13768,101938,12802
2019-04-01,25000,110128,0
2019-04-02,23055,112906,0
2019-04-03,21336,112905,0
2019-04-04,21181,111641,0
2019-04-05,19148,113962,0
2019-04-06,19520,112337,0
2019-04-07,18566,105715,0
2019-04-08,17307,114566,0
2019-04-09,23997,118845,0
2019-04-10,38606,118961,0
2019-04-11,28467,114655,0
2019-04-12,16125,112823,0
2019-04-13,18606,105792,0
2019-04-14,13305,102384,0
2019-04-15,21448,109713,0
2019-04-16,21121,112619,0
2019-04-17,20662,104124,0
2019-04-18,19034,105280,0
2019-04-19,18493,104378,0
2019-04-20,14867,94457,0
2019-04-21,13379,92846,0
2019-04-22,20798,106417,0
2019-04-23,21070,111519,0
2019-04-24,15115,112454,0
2019-04-25,14953,110954,0
2019-04-26,14657,109666,0
2019-04-27,13538,104536,0
2019-04-28,13374,102101,0
2019-04-29,20394,112838,0
2019-04-30,17017,119757,0
2019-05-01,14669,113547,0
2019-05-02,15716,115637,0
2019-05-03,16517,117582,0
2019-05-04,13436,111499,0
2019-05-05,13779,102527,0
2019-05-06,14441,108364,0
2019-05-07,24494,114477,0
2019-05-08,24120,116269,0
2019-05-09,23718,116786,59
2019-05-10,19117,112120,3583
2019-05-11,17586,104013,0
2019-05-12,17886,100501,0
2019-05-13,29805,107862,2817
2019-05-14,26920,112757,1125
2019-05-15,29450,115075,4921
2019-05-16,29846,115628,954
2019-05-17,20765,115212,0
2019-05-18,13358,106216,0
2019-05-19,13538,104653,0
2019-05-20,14425,107282,0
2019-05-21,14925,113661,0
2019-05-22,15752,113525,0
2019-05-23,16876,113343,0
2019-05-24,23068,114170,0
2019-05-25,15467,109509,0
2019-05-26,13431,106216,0
2019-05-27,25549,111529,0
2019-05-28,14614,115095,0
2019-05-29,14426,114651,0
2019-05-30,18562,115947,0
2019-05-31,13565,115354,0
2019-06-01,13561,98717,0
2019-06-02,13793,91648,0
2019-06-03,14861,110969,0
2019-06-04,16538,116750,0
2019-06-05,16232,120522,0
2019-06-06,15727,117134,0
2019-06-07,14363,115796,0
2019-06-08,14622,89741,0
2019-06-09,13527,71231,2469
2019-06-10,18724,91998,0
2019-06-11,17062,104781,0
2019-06-12,16202,114743,0
2019-06-13,16973,120710,0
2019-06-14,17990,120863,0
2019-06-15,13574,112692,0
2019-06-16,14611,98098,0
2019-06-17,18620,115748,0
2019-06-18,19090,121732,0
2019-06-19,23806,121546,0
2019-06-20,27967,120383,0
2019-06-21,23105,117316,0
2019-06-22,19915,109262,0
2019-06-23,18418,103650,0
2019-06-24,27512,115255,0
2019-06-25,28512,121338,0
2019-06-26,33154,122085,0
2019-06-27,28573,123379,0
2019-06-28,28624,121794,0
2019-06-29,15589,117014,0
2019-06-30,14625,111276,0
2019-07-01,21084,120264,0
2019-07-02,20841,121930,0
2019-07-03,18502,122965,0
2019-07-04,19926,125316,0
2019-07-05,20017,125980,0
2019-07-06,13430,113779,0
2019-07-07,13047,108632,456
2019-07-08,20627,118382,0
2019-07-09,19400,124217,0
2019-07-10,19016,126079,0
2019-07-11,19056,127005,0
2019-07-12,18680,126110,0
2019-07-13,16617,117645,0
2019-07-14,16009,112936,0
2019-07-15,19094,123139,0
2019-07-16,19423,127159,0
2019-07-17,23920,128015,0
2019-07-18,26410,129967,0
2019-07-19,29009,128490,0
2019-07-20,18379,124806,0
2019-07-21,17264,116054,0
2019-07-22,25668,125720,0
2019-07-23,31109,130891,0
2019-07-24,30838,131497,0
2019-07-25,31316,131741,0
2019-07-26,27681,129526,0
2019-07-27,16985,125362,0
2019-07-28,15457,119067,0
2019-07-29,24160,122790,0
2019-07-30,29995,129435,0
2019-07-31,22882,129725,1134
2019-08-01,20148,128717,0
2019-08-02,18687,127716,0
2019-08-03,15991,124408,0
2019-08-04,15599,122445,0
2019-08-05,24848,129004,7635
2019-08-06,23068,130098,11012
2019-08-07,24441,131304,0
2019-08-08,30220,131583,0
2019-08-09,31102,132284,3410
2019-08-10,17372,127415,0
2019-08-11,17784,122518,0
2019-08-12,31490,130669,8695
2019-08-13,34178,134445,18222
2019-08-14,35621,134190,13482
2019-08-15,23212,131090,0
2019-08-16,24261,128428,0
2019-08-17,15460,113744,0
2019-08-18,13583,105068,0
2019-08-19,22200,122335,0
2019-08-20,26944,128544,0
2019-08-21,28590,130673,0
2019-08-22,30058,130817,0
2019-08-23,19895,129066,0
2019-08-24,13508,121255,0
2019-08-25,13202,114878,0
2019-08-26,18788,125692,0
2019-08-27,21295,128889,0
2019-08-28,21007,129653,0
2019-08-29,18111,130356,0
2019-08-30,16939,124339,0
2019-08-31,13634,116487,0
2019-09-01,13177,111225,0
2019-09-02,18930,124423,0
2019-09-03,22183,127429,0
2019-09-04,22277,127887,0
2019-09-05,20823,129997,0
2019-09-06,26194,130847,0
2019-09-07,17345,121592,1021
2019-09-08,9664,108292,6257
2019-09-09,28993,115414,1261
2019-09-10,30303,120503,0
2019-09-11,21016,115990,0
2019-09-12,13101,95703,0
2019-09-13,13306,84149,0
2019-09-14,12982,87243,0
2019-09-15,14267,86956,0
2019-09-16,20564,103175,0
2019-09-17,19233,107521,0
2019-09-18,20065,107325,0
2019-09-19,20693,106835,0
2019-09-20,20528,105879,0
2019-09-21,14486,101260,0
2019-09-22,14675,97558,0
2019-09-23,18165,103095,0
2019-09-24,19574,106682,0
2019-09-25,20803,106809,0
2019-09-26,22174,108855,0
2019-09-27,22873,107823,0
2019-09-28,20140,100130,0
2019-09-29,15427,95125,0
2019-09-30,19314,103594,0
2019-10-01,23137,107708,0
2019-10-02,21273,109227,0
2019-10-03,21050,105555,0
2019-10-04,22445,106038,0
2019-10-05,15823,100258,0
2019-10-06,15810,92016,0
2019-10-07,17009,103688,3318
2019-10-08,16438,104752,6243
2019-10-09,15007,99907,6244
2019-10-10,18097,98552,6252
2019-10-11,15094,99719,6242
2019-10-12,13962,92346,4626
2019-10-13,14090,86768,0
2019-10-14,15988,91071,0
2019-10-15,17414,96941,0
2019-10-16,15274,95740,0
2019-10-17,16562,98649,0
2019-10-18,16733,99030,0
2019-10-19,15143,90678,0
2019-10-20,21361,87327,1
2019-10-21,19575,98505,11323
2019-10-22,17830,103267,12642
2019-10-23,18511,105525,8661
2019-10-24,19576,106183,0
2019-10-25,15785,101261,0
2019-10-26,17572,97145,0
2019-10-27,15600,93327,0
2019-10-28,18619,104001,0
2019-10-29,20413,105334,0
2019-10-30,21674,103159,2557
2019-10-31,23275,104923,5357
2019-11-01,19628,103058,0
2019-11-02,18028,96407,0
2019-11-03,20054,92133,0
2019-11-04,22536,102664,0
2019-11-05,30364,105642,0
2019-11-06,29091,106019,0
2019-11-07,26387,109584,41
2019-11-08,26787,110619,1820
2019-11-09,22847,102344,0
2019-11-10,16774,96706,0
2019-11-11,20651,105827,1170
2019-11-12,21812,111333,1843
2019-11-13,19076,112246,4680
2019-11-14,25814,97559,866
2019-11-15,25248,95077,0
2019-11-16,23155,96161,0
2019-11-17,22296,92861,0
2019-11-18,26894,97693,0
2019-11-19,28063,94698,0
2019-11-20,30746,96810,0
2019-11-21,30504,96177,0
2019-11-22,27062,95160,0
2019-11-23,23198,96354,0
2019-11-24,20427,92651,0
2019-11-25,24261,103110,0
2019-11-26,25242,109674,0
2019-11-27,25841,105789,0
2019-11-28,27859,108742,0
2019-11-29,29861,108048,0
2019-11-30,21515,101880,0
2019-12-01,20429,95968,0
2019-12-02,26551,98140,0
2019-12-03,33227,98435,2883
2019-12-04,32290,98627,0
2019-12-05,32023,98400,14539
2019-12-06,36775,105390,14910
2019-12-07,28598,101484,0
2019-12-08,27845,101713,0
2019-12-09,34918,103075,14814
2019-12-10,29026,102687,19106
2019-12-11,25722,102575,19079
2019-12-12,35807,104079,19169
2019-12-13,34071,106791,8467
2019-12-14,27388,102952,0
2019-12-15,20875,100219,0
2019-12-16,25078,100649,14510
2019-12-17,25124,104077,19645
2019-12-18,26370,107285,18756
2019-12-19,27297,108926,16891
2019-12-20,33765,112883,5184
2019-12-21,29088,109090,0
2019-12-22,21872,110541,0
2019-12-23,28247,111389,9040
2019-12-24,31275,111916,4645
2019-12-25,24390,112526,0
2019-12-26,33408,112268,0
2019-12-27,29124,111464,0
2019-12-28,22611,111381,0
2019-12-29,21852,111530,0
2019-12-30,30133,110114,0
2019-12-31,29231,111492,0
